step,time_ms,v_float64_brian,v_float16_brian,v_posit16_brian,v_float64_manual,v_float16_manual,v_posit16_manual,diff_brian_vs_manual_float64,diff_brian_vs_manual_float16
457,45.7,-70.0,-70.00732421875,,-50.20042372123316,-51.5625,-51.5625,-19.799576278766843,-18.44482421875
458,45.8,-70.0,-70.00732421875,,-50.198419484020825,-51.5625,-51.5625,-19.801580515979175,-18.44482421875
459,45.900000000000006,-70.0,-70.00732421875,,-50.19643528918061,-51.5625,-51.5625,-19.803564710819387,-18.44482421875
460,46.0,-70.0,-70.00732421875,,-50.19447093628881,-51.5625,-51.5625,-19.80552906371119,-18.44482421875
461,46.1,-70.0,-70.00732421875,,-50.19252622692592,-51.5625,-51.5625,-19.80747377307408,-18.44482421875
462,46.2,-70.0,-70.00732421875,,-50.19060096465666,-51.5625,-51.5625,-19.80939903534334,-18.44482421875
463,46.3,-70.0,-70.00732421875,,-50.18869495501009,-51.5625,-51.5625,-19.811305044989908,-18.44482421875
464,46.400000000000006,-70.0,-70.00732421875,,-50.186808005459994,-51.5625,-51.5625,-19.813191994540006,-18.44482421875
465,46.5,-70.0,-70.00732421875,,-50.184939925405395,-51.5625,-51.5625,-19.815060074594605,-18.44482421875
466,46.6,-70.0,-70.00732421875,,-50.18309052615134,-51.5625,-51.5625,-19.81690947384866,-18.44482421875
467,46.7,-70.0,-70.00732421875,,-50.181259620889826,-51.5625,-51.5625,-19.818740379110174,-18.44482421875
468,46.8,-70.0,-70.00732421875,,-50.179447024680925,-51.5625,-51.5625,-19.820552975319075,-18.44482421875
469,46.900000000000006,-70.0,-70.00732421875,,-50.17765255443412,-51.5625,-51.5625,-19.82234744556588,-18.44482421875
470,47.0,-70.0,-70.00732421875,,-50.175876028889775,-51.5625,-51.5625,-19.824123971110225,-18.44482421875
471,47.1,-70.0,-70.00732421875,,-50.174117268600874,-51.5625,-51.5625,-19.825882731399126,-18.44482421875
472,47.199999999999996,-70.0,-70.00732421875,,-50.17237609591486,-51.5625,-51.5625,-19.827623904085137,-18.44482421875
473,47.300000000000004,-70.0,-70.00732421875,,-50.17065233495571,-51.5625,-51.5625,-19.82934766504429,-18.44482421875
474,47.400000000000006,-70.0,-70.00732421875,,-50.16894581160616,-51.5625,-51.5625,-19.831054188393843,-18.44482421875
475,47.5,-70.0,-70.00732421875,,-50.167256353490096,-51.5625,-51.5625,-19.832743646509904,-18.44482421875
476,47.6,-70.0,-70.00732421875,,-50.16558378995519,-51.5625,-51.5625,-19.834416210044807,-18.44482421875
477,47.699999999999996,-69.8,-70.00732421875,,-50.163927952055644,-51.5625,-51.5625,-19.636072047944353,-18.44482421875
478,47.800000000000004,-69.598,-70.00732421875,,-50.16228867253509,-51.5625,-51.5625,-19.435711327464908,-18.44482421875
479,47.900000000000006,-69.39398000000001,-70.00732421875,,-50.16066578580974,-51.5625,-51.5625,-19.233314214190273,-18.44482421875
480,48.0,-69.1879198,-70.00732421875,,-50.15905912795164,-51.5625,-51.5625,-19.02886067204836,-18.44482421875
481,48.1,-68.979798998,-70.00732421875,,-50.15746853667213,-51.5625,-51.5625,-18.82233046132788,-18.44482421875
482,48.199999999999996,-68.76959698798001,-69.82421875,,-50.15589385130541,-51.5625,-51.5625,-18.6137031366746,-18.26171875
483,48.300000000000004,-68.55729295785981,-69.64111328125,,-50.15433491279235,-51.5625,-51.5625,-18.402958045067464,-18.07861328125
484,48.400000000000006,-68.3428658874384,-69.4580078125,,-50.15279156366443,-51.5625,-51.5625,-18.190074323773977,-17.8955078125
485,48.5,-68.12629454631279,-69.27490234375,,-50.151263648027786,-51.5625,-51.5625,-17.975030898285006,-17.71240234375
486,48.6,-67.90755749177592,-69.091796875,,-50.14975101154751,-51.5625,-51.5625,-17.75780648022841,-17.529296875
487,48.699999999999996,-67.68663306669367,-68.90869140625,,-50.14825350143203,-51.5625,-51.5625,-17.538379565261643,-17.34619140625
488,48.800000000000004,-67.46349939736061,-68.7255859375,,-50.14677096641771,-51.5625,-51.5625,-17.316728430942895,-17.1630859375
489,48.9,-67.23813439133421,-68.54248046875,,-50.145303256753536,-51.5625,-51.5625,-17.092831134580678,-16.97998046875
490,49.0,-67.01051573524757,-68.29833984375,,-50.143850224186004,-51.5625,-51.5625,-16.866665511061562,-16.73583984375
491,49.1,-66.78062089260003,-68.05419921875,,-50.14241172194414,-51.5625,-51.5625,-16.638209170655884,-16.49169921875
492,49.2,-66.54842710152603,-67.81005859375,,-50.1409876047247,-51.5625,-51.5625,-16.40743949680133,-16.24755859375
493,49.300000000000004,-66.3139113725413,-67.56591796875,,-50.13957772867745,-51.5625,-51.5625,-16.174333643863847,-16.00341796875
494,49.4,-66.0770504862667,-67.32177734375,,-50.13818195139068,-51.5625,-51.5625,-15.938868534876022,-15.75927734375
495,49.5,-65.83782099112938,-67.07763671875,,-50.13680013187677,-51.5625,-51.5625,-15.701020859252608,-15.51513671875
496,49.6,-65.59619920104068,-66.83349609375,,-50.135432130558,-51.5625,-51.5625,-15.460767070482675,-15.27099609375
497,49.7,-65.35216119305107,-66.58935546875,,-50.134077809252425,-51.5625,-51.5625,-15.21808338379865,-15.02685546875
498,49.800000000000004,-65.1056828049816,-66.34521484375,,-50.1327370311599,-51.5625,-51.5625,-14.9729457738217,-14.78271484375
499,49.9,-64.85673963303141,-66.10107421875,,-50.1314096608483,-51.5625,-51.5625,-14.725329972183111,-14.53857421875
