step,time_ms,v_float64,v_float32,diff_float32,v_float16,diff_float16,v_posit16,diff_posit16
419,41.900000000000006,-50.293637641147384,-50.293643951416016,6.310268631182225e-06,-51.5625,1.2688623588526156,-51.5625,1.2688623588526156
420,42.0,-50.29070126473591,-50.290706634521484,5.369785576192498e-06,-51.5625,1.2717987352640918,-51.5625,1.2717987352640918
421,42.1,-50.28779425208855,-50.28779983520508,5.583116525542664e-06,-51.5625,1.2747057479114474,-51.5625,1.2747057479114474
422,42.2,-50.28491630956767,-50.2849235534668,7.243899126763154e-06,-51.5625,1.2775836904323299,-51.5625,1.2775836904323299
423,42.300000000000004,-50.282067146471995,-50.282073974609375,6.828137379955024e-06,-51.5625,1.280432853528005,-51.5625,1.280432853528005
424,42.400000000000006,-50.27924647500728,-50.27925491333008,8.438322801396225e-06,-51.5625,1.2832535249927233,-51.5625,1.2832535249927233
425,42.5,-50.276454010257204,-50.27646255493164,8.54467443645035e-06,-51.5625,1.2860459897427958,-51.5625,1.2860459897427958
426,42.6,-50.27368947015463,-50.27369689941406,7.4292594334224304e-06,-51.5625,1.288810529845371,-51.5625,1.288810529845371
427,42.7,-50.27095257545308,-50.27096176147461,9.186021529217214e-06,-51.5625,1.2915474245469198,-51.5625,1.2915474245469198
428,42.800000000000004,-50.26824304969855,-50.268253326416016,1.0276717468116203e-05,-51.5625,1.2942569503014525,-51.5625,1.2942569503014525
429,42.900000000000006,-50.265560619201565,-50.26557159423828,1.097503671587674e-05,-51.5625,1.2969393807984346,-51.5625,1.2969393807984346
430,43.0,-50.26290501300955,-50.262916564941406,1.1551931855535713e-05,-51.5625,1.2995949869904493,-51.5625,1.2995949869904493
431,43.1,-50.260275962879454,-50.26028823852539,1.2275645936199453e-05,-51.5625,1.3022240371205456,-51.5625,1.3022240371205456
432,43.2,-50.25767320325066,-50.257686614990234,1.3411739573143677e-05,-51.5625,1.3048267967493388,-51.5625,1.3048267967493388
433,43.300000000000004,-50.25509647121815,-50.25510787963867,1.1408420519387619e-05,-51.5625,1.3074035287818475,-51.5625,1.3074035287818475
434,43.400000000000006,-50.25254550650597,-50.25255584716797,1.0340662001340206e-05,-51.5625,1.3099544934940326,-51.5625,1.3099544934940326
435,43.5,-50.250020051440906,-50.250030517578125,1.0466137219111715e-05,-51.5625,1.3124799485590941,-51.5625,1.3124799485590941
436,43.6,-50.247519850926494,-50.24753189086914,1.2039942646424606e-05,-51.5625,1.3149801490735058,-51.5625,1.3149801490735058
437,43.7,-50.24504465241723,-50.24505615234375,1.1499926522162696e-05,-51.5625,1.3174553475827722,-51.5625,1.3174553475827722
438,43.800000000000004,-50.242594205893056,-50.24260711669922,1.2910806162835797e-05,-51.5625,1.319905794106944,-51.5625,1.319905794106944
439,43.900000000000006,-50.24016826383413,-50.24018096923828,1.2705404152768551e-05,-51.5625,1.3223317361658715,-51.5625,1.3223317361658715
440,44.0,-50.237766581195785,-50.23777770996094,1.1128765152079723e-05,-51.5625,1.3247334188042146,-51.5625,1.3247334188042146
441,44.1,-50.23538891538383,-50.23540115356445,1.2238180623569406e-05,-51.5625,1.3271110846161704,-51.5625,1.3271110846161704
442,44.2,-50.23303502622999,-50.23304748535156,1.245912157088469e-05,-51.5625,1.3294649737700084,-51.5625,1.3294649737700084
443,44.300000000000004,-50.230704675967694,-50.230716705322266,1.2029354572007378e-05,-51.5625,1.3317953240323064,-51.5625,1.3317953240323064
444,44.400000000000006,-50.22839762920802,-50.22840881347656,1.1184268544184306e-05,-51.5625,1.3341023707919817,-51.5625,1.3341023707919817
445,44.5,-50.22611365291594,-50.22612380981445,1.0156898511581858e-05,-51.5625,1.3363863470840585,-51.5625,1.3363863470840585
446,44.6,-50.223852516386785,-50.22386169433594,9.177949152672227e-06,-51.5625,1.3386474836132152,-51.5625,1.3386474836132152
447,44.7,-50.22161399122292,-50.221622467041016,8.475818098929722e-06,-51.5625,1.3408860087770833,-51.5625,1.3408860087770833
448,44.800000000000004,-50.21939785131069,-50.21940612792969,8.276618999047969e-06,-51.5625,1.3431021486893115,-51.5625,1.3431021486893115
449,44.900000000000006,-50.21720387279758,-50.21721267700195,8.804204369994295e-06,-51.5625,1.3452961272024169,-51.5625,1.3452961272024169
450,45.0,-50.215031834069606,-50.21504211425781,1.0280188206479579e-05,-51.5625,1.347468165930394,-51.5625,1.347468165930394
451,45.1,-50.21288151572891,-50.212890625,9.109271090324e-06,-51.5625,1.3496184842710903,-51.5625,1.3496184842710903
452,45.2,-50.21075270057162,-50.21076202392578,9.323354163370823e-06,-51.5625,1.3517472994283821,-51.5625,1.3517472994283821
453,45.300000000000004,-50.2086451735659,-50.208656311035156,1.113746925796022e-05,-51.5625,1.3538548264341017,-51.5625,1.3538548264341017
454,45.400000000000006,-50.20655872183024,-50.20656967163086,1.0949800618220706e-05,-51.5625,1.3559412781697588,-51.5625,1.3559412781697588
455,45.5,-50.20449313461194,-50.20450210571289,8.971100953658606e-06,-51.5625,1.358006865388063,-51.5625,1.358006865388063
456,45.6,-50.20244820326582,-50.202457427978516,9.224712698596704e-06,-51.5625,1.360051796734183,-51.5625,1.360051796734183
457,45.7,-50.20042372123316,-50.20043182373047,8.102497311313073e-06,-51.5625,1.3620762787668426,-51.5625,1.3620762787668426
458,45.800000000000004,-50.198419484020825,-50.198429107666016,9.623645190970365e-06,-51.5625,1.3640805159791753,-51.5625,1.3640805159791753
459,45.900000000000006,-50.19643528918061,-50.19644546508789,1.017590727769857e-05,-51.5625,1.366064710819387,-51.5625,1.366064710819387
460,46.0,-50.19447093628881,-50.194480895996094,9.959707284679098e-06,-51.5625,1.368029063711191,-51.5625,1.368029063711191
461,46.1,-50.19252622692592,-50.192535400390625,9.173464704304024e-06,-51.5625,1.3699737730740793,-51.5625,1.3699737730740793
462,46.2,-50.19060096465666,-50.190608978271484,8.01361482416496e-06,-51.5625,1.3718990353433398,-51.5625,1.3718990353433398
463,46.300000000000004,-50.18869495501009,-50.18870162963867,6.674628579617092e-06,-51.5625,1.3738050449899077,-51.5625,1.3738050449899077
464,46.400000000000006,-50.186808005459994,-50.18681335449219,5.349032193180392e-06,-51.5625,1.3756919945400057,-51.5625,1.3756919945400057
465,46.5,-50.184939925405395,-50.18494415283203,4.227426636305154e-06,-51.5625,1.377560074594605,-51.5625,1.377560074594605
466,46.6,-50.18309052615134,-50.1830940246582,3.4985068637638506e-06,-51.5625,1.3794094738486606,-51.5625,1.3794094738486606
467,46.7,-50.181259620889826,-50.1812629699707,3.3490808775127334e-06,-51.5625,1.3812403791101744,-51.5625,1.3812403791101744
468,46.800000000000004,-50.179447024680925,-50.17945098876953,3.9640886058123215e-06,-51.5625,1.3830529753190746,-51.5625,1.3830529753190746
469,46.900000000000006,-50.17765255443412,-50.17765808105469,5.52662056918507e-06,-51.5625,1.3848474455658817,-51.5625,1.3848474455658817
470,47.0,-50.175876028889775,-50.175880432128906,4.403239131534065e-06,-51.5625,1.3866239711102253,-51.5625,1.3866239711102253
471,47.1,-50.174117268600874,-50.17412185668945,4.588088579282612e-06,-51.5625,1.3883827313991262,-51.5625,1.3883827313991262
472,47.2,-50.17237609591486,-50.17238235473633,6.258821464655284e-06,-51.5625,1.3901239040851365,-51.5625,1.3901239040851365
473,47.300000000000004,-50.17065233495571,-50.170658111572266,5.776616553987424e-06,-51.5625,1.3918476650442884,-51.5625,1.3918476650442884
474,47.400000000000006,-50.16894581160616,-50.16895294189453,7.130288373957683e-06,-51.5625,1.3935541883938427,-51.5625,1.3935541883938427
475,47.5,-50.167256353490096,-50.16726303100586,6.677515763442443e-06,-51.5625,1.395243646509904,-51.5625,1.395243646509904
476,47.6,-50.16558378995519,-50.165592193603516,8.40364832299656e-06,-51.5625,1.3969162100448074,-51.5625,1.3969162100448074
477,47.7,-50.163927952055644,-50.163936614990234,8.66293459012013e-06,-51.5625,1.3985720479443557,-51.5625,1.3985720479443557
478,47.800000000000004,-50.16228867253509,-50.162296295166016,7.622630924686291e-06,-51.5625,1.400211327464909,-51.5625,1.400211327464909
479,47.900000000000006,-50.16066578580974,-50.160675048828125,9.26301838433119e-06,-51.5625,1.4018342141902593,-51.5625,1.4018342141902593
480,48.0,-50.15905912795164,-50.1590690612793,9.933327653754986e-06,-51.5625,1.4034408720483569,-51.5625,1.4034408720483569
481,48.1,-50.15746853667213,-50.15747833251953,9.795847404348024e-06,-51.5625,1.405031463327873,-51.5625,1.405031463327873
482,48.2,-50.15589385130541,-50.15590286254883,9.011243420786741e-06,-51.5625,1.4066061486945927,-51.5625,1.4066061486945927
483,48.300000000000004,-50.15433491279235,-50.15434265136719,7.738574836935186e-06,-51.5625,1.4081650872076494,-51.5625,1.4081650872076494
484,48.400000000000006,-50.15279156366443,-50.15279769897461,6.135310179899989e-06,-51.5625,1.4097084363355705,-51.5625,1.4097084363355705
485,48.5,-50.151263648027786,-50.151268005371094,4.357343307503925e-06,-51.5625,1.4112363519722138,-51.5625,1.4112363519722138
486,48.6,-50.14975101154751,-50.14975357055664,2.559009132596657e-06,-51.5625,1.412748988452492,-51.5625,1.412748988452492
487,48.7,-50.14825350143203,-50.14825439453125,8.930992194677856e-07,-51.5625,1.4142464985679695,-51.5625,1.4142464985679695
488,48.800000000000004,-50.14677096641771,-50.14677047729492,4.891227902703577e-07,-51.5625,1.4157290335822879,-51.5625,1.4157290335822879
489,48.900000000000006,-50.145303256753536,-50.145301818847656,1.4379058796976096e-06,-51.5625,1.417196743246464,-51.5625,1.417196743246464
490,49.0,-50.143850224186004,-50.14384841918945,1.804996550447413e-06,-51.5625,1.4186497758139964,-51.5625,1.4186497758139964
491,49.1,-50.14241172194414,-50.14241027832031,1.4436238302550919e-06,-51.5625,1.4200882780558572,-51.5625,1.4200882780558572
492,49.2,-50.1409876047247,-50.140987396240234,2.084844652472384e-07,-51.5625,1.4215123952753004,-51.5625,1.4215123952753004
493,49.300000000000004,-50.13957772867745,-50.13957595825195,1.7704254986483647e-06,-51.5625,1.4229222713225482,-51.5625,1.4229222713225482
494,49.400000000000006,-50.13818195139068,-50.138179779052734,2.1723379433069567e-06,-51.5625,1.4243180486093223,-51.5625,1.4243180486093223
495,49.5,-50.13680013187677,-50.13679885864258,1.2732341900800748e-06,-51.5625,1.4256998681232318,-51.5625,1.4256998681232318
496,49.6,-50.135432130558,-50.13542938232422,2.748233782767784e-06,-51.5625,1.4270678694419985,-51.5625,1.4270678694419985
497,49.7,-50.134077809252425,-50.13407516479492,2.644457502753994e-06,-51.5625,1.4284221907475754,-51.5625,1.4284221907475754
498,49.800000000000004,-50.1327370311599,-50.13273620605469,8.251052108221302e-07,-51.5625,1.4297629688401017,-51.5625,1.4297629688401017
499,49.900000000000006,-50.1314096608483,-50.13140869140625,9.694420484152033e-07,-51.5625,1.4310903391517016,-51.5625,1.4310903391517016
